# protein_xref_1	protein_xref_2	alternative_identifiers_1	alternative_identifiers_2	protein_alias_1	protein_alias_2	detection_method	author_name	pmid	protein_taxid_1	protein_taxid_2	interaction_type	source_database_id	database_identifier	confidence
uniprotkb:Q12959	uniprotkb:P27962	intact:EBI-357481|uniprotkb:Q12958|uniprotkb:A5YKK7|uniprotkb:B7ZMM0|uniprotkb:B9EIQ5|uniprotkb:D3DXB8|uniprotkb:D3DXB9|uniprotkb:B4DGU1|uniprotkb:B4DGZ8|uniprotkb:E7EWL7|uniprotkb:E9PG21	intact:EBI-11793889	psi-mi:dlg1_human(display_long)|uniprotkb:DLG1(gene name)|psi-mi:DLG1(display_short)|uniprotkb:Synapse-associated protein 97(gene name synonym)|uniprotkb:hDlg(gene name synonym)	psi-mi:ve6_hpvme(display_long)|uniprotkb:E6(gene name)|psi-mi:E6(display_short)	psi-mi:MI:0084(phage display)	Ivarsson et al. (2014)	imex:IM-25074|pubmed:24550280	9606	10602	psi-mi:MI:0915(physical association)	psi-mi:MI:0471(MINT)	intact:EBI-11793899|imex:IM-25074-14	intact-miscore:0.40
uniprotkb:Q05086	uniprotkb:P17386	uniprotkb:UBE3A_HUMAN	uniprotkb:VE6_HPV31	uniprotkb:UBE3A_HUMAN	uniprotkb:VE6_HPV31	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:30209081	9606	10585	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:23932|virhostnet-nrid:22791	virhostnet-miscore:0.32715574
uniprotkb:P20248	uniprotkb:P17387	uniprotkb:CCNA2_HUMAN	uniprotkb:VE7_HPV31	uniprotkb:CCNA2_HUMAN	uniprotkb:VE7_HPV31	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:30209081	9606	10585	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:26450|virhostnet-nrid:25190	virhostnet-miscore:0.32715574
uniprotkb:Q96S59	uniprotkb:P17387	uniprotkb:RANB9_HUMAN	uniprotkb:VE7_HPV31	uniprotkb:RANB9_HUMAN	uniprotkb:VE7_HPV31	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:30209081	9606	10585	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:24310|virhostnet-nrid:23167	virhostnet-miscore:0.32715574
uniprotkb:O14828	uniprotkb:P17385	uniprotkb:SCAM3_HUMAN	uniprotkb:VE5_HPV31	uniprotkb:SCAM3_HUMAN	uniprotkb:VE5_HPV31	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:30209081	9606	10585	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:6291|virhostnet-nrid:6260	virhostnet-miscore:0.32715574
uniprotkb:Q9HCU5	uniprotkb:P17385	uniprotkb:PREB_HUMAN	uniprotkb:VE5_HPV31	uniprotkb:PREB_HUMAN	uniprotkb:VE5_HPV31	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:30209081	9606	10585	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:24195|virhostnet-nrid:23052	virhostnet-miscore:0.32715574
uniprotkb:P51572	uniprotkb:P17385	uniprotkb:BAP31_HUMAN	uniprotkb:VE5_HPV31	uniprotkb:BAP31_HUMAN	uniprotkb:VE5_HPV31	psi-mi:MI:0019(coimmunoprecipitation)	-	pubmed:18684816	9606	10585	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:30022|virhostnet-nrid:27713	virhostnet-miscore:0.32715574
uniprotkb:P42771	uniprotkb:P17385	uniprotkb:CDN2A_HUMAN	uniprotkb:VE5_HPV31	uniprotkb:CDN2A_HUMAN	uniprotkb:VE5_HPV31	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:30209081	9606	10585	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:24032|virhostnet-nrid:22890	virhostnet-miscore:0.32715574
uniprotkb:O95197	uniprotkb:P17385	uniprotkb:RTN3_HUMAN	uniprotkb:VE5_HPV31	uniprotkb:RTN3_HUMAN	uniprotkb:VE5_HPV31	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:30209081	9606	10585	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:26066|virhostnet-nrid:24830	virhostnet-miscore:0.32715574
uniprotkb:O00165	uniprotkb:P17388	uniprotkb:HAX1_HUMAN	uniprotkb:VL1_HPV31	uniprotkb:HAX1_HUMAN	uniprotkb:VL1_HPV31	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:30209081	9606	10585	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:24341|virhostnet-nrid:23198	virhostnet-miscore:0.32715574
uniprotkb:O75947	uniprotkb:P17385	uniprotkb:ATP5H_HUMAN	uniprotkb:VE5_HPV31	uniprotkb:ATP5H_HUMAN	uniprotkb:VE5_HPV31	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:30209081	9606	10585	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:24225|virhostnet-nrid:23082	virhostnet-miscore:0.32715574
uniprotkb:Q9Y4L1	uniprotkb:P17382	uniprotkb:HYOU1_HUMAN	uniprotkb:VE1_HPV31	uniprotkb:HYOU1_HUMAN	uniprotkb:VE1_HPV31	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:30209081	9606	10585	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:24173|virhostnet-nrid:23030	virhostnet-miscore:0.32715574
uniprotkb:O00567	uniprotkb:P17383	uniprotkb:NOP56_HUMAN	uniprotkb:VE2_HPV31	uniprotkb:NOP56_HUMAN	uniprotkb:VE2_HPV31	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:30209081	9606	10585	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:24322|virhostnet-nrid:23179	virhostnet-miscore:0.32715574
uniprotkb:O00567	uniprotkb:P17388	uniprotkb:NOP56_HUMAN	uniprotkb:VL1_HPV31	uniprotkb:NOP56_HUMAN	uniprotkb:VL1_HPV31	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:30209081	9606	10585	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:24348|virhostnet-nrid:23205	virhostnet-miscore:0.32715574
uniprotkb:Q92688	uniprotkb:P17382	uniprotkb:AN32B_HUMAN	uniprotkb:VE1_HPV31	uniprotkb:AN32B_HUMAN	uniprotkb:VE1_HPV31	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:30209081	9606	10585	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:23981|virhostnet-nrid:22840	virhostnet-miscore:0.32715574
uniprotkb:P78371	uniprotkb:P17388	uniprotkb:TCPB_HUMAN	uniprotkb:VL1_HPV31	uniprotkb:TCPB_HUMAN	uniprotkb:VL1_HPV31	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:30209081	9606	10585	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:24357|virhostnet-nrid:23214	virhostnet-miscore:0.32715574
uniprotkb:Q07666	uniprotkb:P17388	uniprotkb:KHDR1_HUMAN	uniprotkb:VL1_HPV31	uniprotkb:KHDR1_HUMAN	uniprotkb:VL1_HPV31	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:30209081	9606	10585	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:24041|virhostnet-nrid:22899	virhostnet-miscore:0.32715574
uniprotkb:P13995	uniprotkb:P17387	uniprotkb:MTDC_HUMAN	uniprotkb:VE7_HPV31	uniprotkb:MTDC_HUMAN	uniprotkb:VE7_HPV31	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:30209081	9606	10585	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:24254|virhostnet-nrid:23111	virhostnet-miscore:0.32715574
uniprotkb:O76031	uniprotkb:P17383	uniprotkb:CLPX_HUMAN	uniprotkb:VE2_HPV31	uniprotkb:CLPX_HUMAN	uniprotkb:VE2_HPV31	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:30209081	9606	10585	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:24145|virhostnet-nrid:23002	virhostnet-miscore:0.32715574
uniprotkb:Q9Y230	uniprotkb:P17383	uniprotkb:RUVB2_HUMAN	uniprotkb:VE2_HPV31	uniprotkb:RUVB2_HUMAN	uniprotkb:VE2_HPV31	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:30209081	9606	10585	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:24014|virhostnet-nrid:22872	virhostnet-miscore:0.32715574
uniprotkb:P31948	uniprotkb:P17385	uniprotkb:STIP1_HUMAN	uniprotkb:VE5_HPV31	uniprotkb:STIP1_HUMAN	uniprotkb:VE5_HPV31	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:30209081	9606	10585	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:23985|virhostnet-nrid:22844	virhostnet-miscore:0.32715574
uniprotkb:Q99848	uniprotkb:P17383	uniprotkb:EBP2_HUMAN	uniprotkb:VE2_HPV31	uniprotkb:EBP2_HUMAN	uniprotkb:VE2_HPV31	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:30209081	9606	10585	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:24180|virhostnet-nrid:23037	virhostnet-miscore:0.32715574
uniprotkb:Q07065	uniprotkb:P17385	uniprotkb:CKAP4_HUMAN	uniprotkb:VE5_HPV31	uniprotkb:CKAP4_HUMAN	uniprotkb:VE5_HPV31	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:30209081	9606	10585	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:23958|virhostnet-nrid:22817	virhostnet-miscore:0.32715574
uniprotkb:P49755	uniprotkb:P17385	uniprotkb:TMEDA_HUMAN	uniprotkb:VE5_HPV31	uniprotkb:TMEDA_HUMAN	uniprotkb:VE5_HPV31	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:30209081	9606	10585	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:27841|virhostnet-nrid:26449	virhostnet-miscore:0.32715574
uniprotkb:Q92616	uniprotkb:P17385	uniprotkb:GCN1_HUMAN	uniprotkb:VE5_HPV31	uniprotkb:GCN1_HUMAN	uniprotkb:VE5_HPV31	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:30209081	9606	10585	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:24321|virhostnet-nrid:23178	virhostnet-miscore:0.32715574
uniprotkb:Q14839	uniprotkb:P17388	uniprotkb:CHD4_HUMAN	uniprotkb:VL1_HPV31	uniprotkb:CHD4_HUMAN	uniprotkb:VL1_HPV31	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:30209081	9606	10585	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:26449|virhostnet-nrid:25189	virhostnet-miscore:0.32715574
uniprotkb:Q99623	uniprotkb:P17385	uniprotkb:PHB2_HUMAN	uniprotkb:VE5_HPV31	uniprotkb:PHB2_HUMAN	uniprotkb:VE5_HPV31	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:30209081	9606	10585	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:24309|virhostnet-nrid:23166	virhostnet-miscore:0.32715574
uniprotkb:Q96CW1	uniprotkb:P17387	uniprotkb:AP2M1_HUMAN	uniprotkb:VE7_HPV31	uniprotkb:AP2M1_HUMAN	uniprotkb:VE7_HPV31	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:30209081	9606	10585	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:23989|virhostnet-nrid:22848	virhostnet-miscore:0.32715574
uniprotkb:Q03060	uniprotkb:P17387	uniprotkb:CREM_HUMAN	uniprotkb:VE7_HPV31	uniprotkb:CREM_HUMAN	uniprotkb:VE7_HPV31	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:30209081	9606	10585	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:24002|virhostnet-nrid:22861	virhostnet-miscore:0.32715574
uniprotkb:P55060	uniprotkb:P17385	uniprotkb:XPO2_HUMAN	uniprotkb:VE5_HPV31	uniprotkb:XPO2_HUMAN	uniprotkb:VE5_HPV31	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:30209081	9606	10585	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:6294|virhostnet-nrid:6263	virhostnet-miscore:0.32715574
uniprotkb:Q8N0U8	uniprotkb:P17385	uniprotkb:VKORL_HUMAN	uniprotkb:VE5_HPV31	uniprotkb:VKORL_HUMAN	uniprotkb:VE5_HPV31	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:30209081	9606	10585	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:24192|virhostnet-nrid:23049	virhostnet-miscore:0.32715574
uniprotkb:Q9H2U1	uniprotkb:P17388	uniprotkb:DHX36_HUMAN	uniprotkb:VL1_HPV31	uniprotkb:DHX36_HUMAN	uniprotkb:VL1_HPV31	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:30209081	9606	10585	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:24353|virhostnet-nrid:23210	virhostnet-miscore:0.32715574
uniprotkb:Q01094	uniprotkb:P17387	uniprotkb:E2F1_HUMAN	uniprotkb:VE7_HPV31	uniprotkb:E2F1_HUMAN	uniprotkb:VE7_HPV31	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:30209081	9606	10585	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:24063|virhostnet-nrid:22920	virhostnet-miscore:0.32715574
uniprotkb:Q96HS1	uniprotkb:P17388	uniprotkb:PGAM5_HUMAN	uniprotkb:VL1_HPV31	uniprotkb:PGAM5_HUMAN	uniprotkb:VL1_HPV31	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:30209081	9606	10585	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:26371|virhostnet-nrid:25126	virhostnet-miscore:0.32715574
uniprotkb:P29692	uniprotkb:P17385	uniprotkb:EF1D_HUMAN	uniprotkb:VE5_HPV31	uniprotkb:EF1D_HUMAN	uniprotkb:VE5_HPV31	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:30209081	9606	10585	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:24058|virhostnet-nrid:22915	virhostnet-miscore:0.32715574
uniprotkb:Q14247	uniprotkb:P17387	uniprotkb:SRC8_HUMAN	uniprotkb:VE7_HPV31	uniprotkb:SRC8_HUMAN	uniprotkb:VE7_HPV31	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:30209081	9606	10585	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:23967|virhostnet-nrid:22826	virhostnet-miscore:0.32715574
uniprotkb:P22087	uniprotkb:P17389	uniprotkb:FBRL_HUMAN	uniprotkb:VL2_HPV31	uniprotkb:FBRL_HUMAN	uniprotkb:VL2_HPV31	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:30209081	9606	10585	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:24331|virhostnet-nrid:23188	virhostnet-miscore:0.32715574
uniprotkb:Q12805	uniprotkb:P17388	uniprotkb:FBLN3_HUMAN	uniprotkb:VL1_HPV31	uniprotkb:FBLN3_HUMAN	uniprotkb:VL1_HPV31	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:30209081	9606	10585	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:26445|virhostnet-nrid:25185	virhostnet-miscore:0.32715574
uniprotkb:Q9UPN7	uniprotkb:P17386	uniprotkb:PP6R1_HUMAN	uniprotkb:VE6_HPV31	uniprotkb:PP6R1_HUMAN	uniprotkb:VE6_HPV31	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:30209081	9606	10585	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:26086|virhostnet-nrid:24849	virhostnet-miscore:0.32715574
uniprotkb:Q8NE71	uniprotkb:P17388	uniprotkb:ABCF1_HUMAN	uniprotkb:VL1_HPV31	uniprotkb:ABCF1_HUMAN	uniprotkb:VL1_HPV31	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:30209081	9606	10585	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:6298|virhostnet-nrid:6267	virhostnet-miscore:0.32715574
uniprotkb:Q8N766	uniprotkb:P17385	uniprotkb:EMC1_HUMAN	uniprotkb:VE5_HPV31	uniprotkb:EMC1_HUMAN	uniprotkb:VE5_HPV31	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:30209081	9606	10585	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:12663|virhostnet-nrid:11930	virhostnet-miscore:0.32715574
uniprotkb:Q96CS3	uniprotkb:P17385	uniprotkb:FAF2_HUMAN	uniprotkb:VE5_HPV31	uniprotkb:FAF2_HUMAN	uniprotkb:VE5_HPV31	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:30209081	9606	10585	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:6269|virhostnet-nrid:6238	virhostnet-miscore:0.32715574
uniprotkb:Q8IWV8	uniprotkb:P17387	uniprotkb:UBR2_HUMAN	uniprotkb:VE7_HPV31	uniprotkb:UBR2_HUMAN	uniprotkb:VE7_HPV31	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:30209081	9606	10585	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:24028|virhostnet-nrid:22886	virhostnet-miscore:0.32715574
uniprotkb:Q5T4S7	uniprotkb:P17387	uniprotkb:UBR4_HUMAN	uniprotkb:VE7_HPV31	uniprotkb:UBR4_HUMAN	uniprotkb:VE7_HPV31	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:30209081	9606	10585	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:23942|virhostnet-nrid:22801	virhostnet-miscore:0.32715574
uniprotkb:Q6PKG0	uniprotkb:P17388	uniprotkb:LARP1_HUMAN	uniprotkb:VL1_HPV31	uniprotkb:LARP1_HUMAN	uniprotkb:VL1_HPV31	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:30209081	9606	10585	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:24354|virhostnet-nrid:23211	virhostnet-miscore:0.32715574
uniprotkb:Q9UPY3	uniprotkb:P17386	uniprotkb:DICER_HUMAN	uniprotkb:VE6_HPV31	uniprotkb:DICER_HUMAN	uniprotkb:VE6_HPV31	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:30209081	9606	10585	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:24087|virhostnet-nrid:22944	virhostnet-miscore:0.32715574
uniprotkb:Q96EB6	uniprotkb:P17383	uniprotkb:SIR1_HUMAN	uniprotkb:VE2_HPV31	uniprotkb:SIR1_HUMAN	uniprotkb:VE2_HPV31	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:30209081	9606	10585	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:24217|virhostnet-nrid:23074	virhostnet-miscore:0.32715574
uniprotkb:O75533	uniprotkb:P17383	uniprotkb:SF3B1_HUMAN	uniprotkb:VE2_HPV31	uniprotkb:SF3B1_HUMAN	uniprotkb:VE2_HPV31	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:30209081	9606	10585	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:24046|virhostnet-nrid:22904	virhostnet-miscore:0.32715574
uniprotkb:P42285	uniprotkb:P17383	uniprotkb:MTREX_HUMAN	uniprotkb:VE2_HPV31	uniprotkb:MTREX_HUMAN	uniprotkb:VE2_HPV31	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:30209081	9606	10585	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:24065|virhostnet-nrid:22922	virhostnet-miscore:0.32715574
uniprotkb:O43423	uniprotkb:P17382	uniprotkb:AN32C_HUMAN	uniprotkb:VE1_HPV31	uniprotkb:AN32C_HUMAN	uniprotkb:VE1_HPV31	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:30209081	9606	10585	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:24011|virhostnet-nrid:22869	virhostnet-miscore:0.32715574
uniprotkb:Q7Z739	uniprotkb:P17388	uniprotkb:YTHD3_HUMAN	uniprotkb:VL1_HPV31	uniprotkb:YTHD3_HUMAN	uniprotkb:VL1_HPV31	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:30209081	9606	10585	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:24020|virhostnet-nrid:22878	virhostnet-miscore:0.32715574
uniprotkb:Q6DD88	uniprotkb:P17385	uniprotkb:ATLA3_HUMAN	uniprotkb:VE5_HPV31	uniprotkb:ATLA3_HUMAN	uniprotkb:VE5_HPV31	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:30209081	9606	10585	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:24295|virhostnet-nrid:23152	virhostnet-miscore:0.32715574
uniprotkb:Q9Y2S7	uniprotkb:P17383	uniprotkb:PDIP2_HUMAN	uniprotkb:VE2_HPV31	uniprotkb:PDIP2_HUMAN	uniprotkb:VE2_HPV31	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:30209081	9606	10585	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:24030|virhostnet-nrid:22888	virhostnet-miscore:0.32715574
uniprotkb:O76021	uniprotkb:P17383	uniprotkb:RL1D1_HUMAN	uniprotkb:VE2_HPV31	uniprotkb:RL1D1_HUMAN	uniprotkb:VE2_HPV31	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:30209081	9606	10585	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:24318|virhostnet-nrid:23175	virhostnet-miscore:0.32715574
uniprotkb:O76021	uniprotkb:P0DKB0	uniprotkb:RL1D1_HUMAN	uniprotkb:VE8E2_HPV31	uniprotkb:RL1D1_HUMAN	uniprotkb:VE8E2_HPV31	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:30209081	9606	10585	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:24325|virhostnet-nrid:23182	virhostnet-miscore:0.32715574
uniprotkb:Q9Y2T2	uniprotkb:P17387	uniprotkb:AP3M1_HUMAN	uniprotkb:VE7_HPV31	uniprotkb:AP3M1_HUMAN	uniprotkb:VE7_HPV31	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:30209081	9606	10585	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:24059|virhostnet-nrid:22916	virhostnet-miscore:0.32715574
uniprotkb:Q96DZ1	uniprotkb:P17382	uniprotkb:ERLEC_HUMAN	uniprotkb:VE1_HPV31	uniprotkb:ERLEC_HUMAN	uniprotkb:VE1_HPV31	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:30209081	9606	10585	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:24146|virhostnet-nrid:23003	virhostnet-miscore:0.32715574
uniprotkb:Q9Y2Q9	uniprotkb:P17383	uniprotkb:RT28_HUMAN	uniprotkb:VE2_HPV31	uniprotkb:RT28_HUMAN	uniprotkb:VE2_HPV31	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:30209081	9606	10585	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:24164|virhostnet-nrid:23021	virhostnet-miscore:0.32715574
uniprotkb:P78347	uniprotkb:P17385	uniprotkb:GTF2I_HUMAN	uniprotkb:VE5_HPV31	uniprotkb:GTF2I_HUMAN	uniprotkb:VE5_HPV31	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:30209081	9606	10585	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:24172|virhostnet-nrid:23029	virhostnet-miscore:0.32715574
uniprotkb:Q9NTK5	uniprotkb:P0DKB0	uniprotkb:OLA1_HUMAN	uniprotkb:VE8E2_HPV31	uniprotkb:OLA1_HUMAN	uniprotkb:VE8E2_HPV31	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:30209081	9606	10585	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:24253|virhostnet-nrid:23110	virhostnet-miscore:0.32715574
uniprotkb:Q9UMX0	uniprotkb:P17385	uniprotkb:UBQL1_HUMAN	uniprotkb:VE5_HPV31	uniprotkb:UBQL1_HUMAN	uniprotkb:VE5_HPV31	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:30209081	9606	10585	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:24174|virhostnet-nrid:23031	virhostnet-miscore:0.32715574
uniprotkb:P22492	uniprotkb:P17382	uniprotkb:H1T_HUMAN	uniprotkb:VE1_HPV31	uniprotkb:H1T_HUMAN	uniprotkb:VE1_HPV31	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:30209081	9606	10585	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:25860|virhostnet-nrid:24656	virhostnet-miscore:0.32715574
uniprotkb:P22492	uniprotkb:P17388	uniprotkb:H1T_HUMAN	uniprotkb:VL1_HPV31	uniprotkb:H1T_HUMAN	uniprotkb:VL1_HPV31	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:30209081	9606	10585	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:24237|virhostnet-nrid:23094	virhostnet-miscore:0.32715574
uniprotkb:Q02539	uniprotkb:P17388	uniprotkb:H11_HUMAN	uniprotkb:VL1_HPV31	uniprotkb:H11_HUMAN	uniprotkb:VL1_HPV31	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:30209081	9606	10585	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:24344|virhostnet-nrid:23201	virhostnet-miscore:0.32715574
uniprotkb:P40939	uniprotkb:P17382	uniprotkb:ECHA_HUMAN	uniprotkb:VE1_HPV31	uniprotkb:ECHA_HUMAN	uniprotkb:VE1_HPV31	psi-mi:MI:0004(affinity chromatography technology)	-	pubmed:30209081	9606	10585	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:26009|virhostnet-nrid:24793	virhostnet-miscore:0.32715574
