Human	Herpes
Q8N6Y0	Herpes:P29882
Q8N6Y0	Herpes:P03227
Q8N6Y0	Herpes:P03188
Q8N726	Herpes:Q8AZK7
Q8N7W2	Herpes:Q04360
Q8N9N5	Herpes:P03203
Q8NAK8	Herpes:Q04360
Q8NBM4	Herpes:P13285
Q8NBX0	Herpes:P0C739
Q8NC42	Herpes:P0CK58
Q8NC54	Herpes:P0CK58
Q8NC54	Herpes:P0CK56
Q8NC54	Herpes:P13285
Q8ND90	Herpes:P03225
Q8ND90	Herpes:P29882
Q8NDH2	Herpes:P0C739
Q8NDN9	Herpes:P03211
Q8NEY1	Herpes:P0CK56
Q8NHL6	Herpes:P03203
Q8TAP6	Herpes:P29882
Q8TB96	Herpes:P03182
Q8TBB1	Herpes:P03211
Q8TBB1	Herpes:P0C725
Q8TCT7	Herpes:P03182
Q8TD10	Herpes:P03227
Q8TD10	Herpes:P29882
Q8TD10	Herpes:P03185
Q8TD31	Herpes:P03186
Q8TDB4	Herpes:P03182
Q8TF42	Herpes:P13285
Q8TF72	Herpes:P0CK53
Q8WUM9	Herpes:P0CK58
Q8WV28	Herpes:P03211
Q8WVM8	Herpes:P0C739
Q8WWI1	Herpes:Q8AZJ3
Q8WWI1	Herpes:Q2MG96
Q8WWI1	Herpes:P03225
Q8WX93	Herpes:Q2MG95
Q8WXE0	Herpes:P0CK47
Q92526	Herpes:P30119
Q92526	Herpes:P03179
Q92526	Herpes:P03220
Q92537	Herpes:P0CK58
Q92538	Herpes:P0C739
Q92538	Herpes:P0CK56
Q92692	Herpes:P03182
Q92734	Herpes:P03206
Q92900	Herpes:P03211
Q93062	Herpes:P0CK47
Q93062	Herpes:P30119
Q93062	Herpes:P03204
Q93062	Herpes:Q04360
Q93062	Herpes:P03220
Q93062	Herpes:P0CK56
Q93062	Herpes:Q8AZJ3
Q93062	Herpes:P03203
Q93062	Herpes:Q2MG95
Q93062	Herpes:P03188
Q969E2	Herpes:P0C739
Q969F0	Herpes:P03185
Q969G5	Herpes:Q8AZJ3
Q969N2	Herpes:P0C739
Q96AA8	Herpes:P03177
Q96AA8	Herpes:P0C725
Q96AM1	Herpes:P0C739
Q96AQ6	Herpes:P0C739
Q96AQ6	Herpes:P03182
Q96AQ6	Herpes:Q8AZJ3
Q96AQ6	Herpes:P0CK58
Q96BI1	Herpes:P03182
Q96BR5	Herpes:P0C739
Q96CX2	Herpes:P03182
Q96D09	Herpes:P03225
Q96D09	Herpes:P03177
Q96D15	Herpes:P0CK58
Q96EY1	Herpes:P0CK56
Q96EY1	Herpes:Q2MG95
Q96EY1	Herpes:P30119
Q96FQ6	Herpes:P0C739
Q96HC4	Herpes:P0CK56
Q96HC4	Herpes:Q2MG95
Q96IK5	Herpes:P03203
Q96IR5	Herpes:P0CK56
Q96IX5	Herpes:P0C739
Q96IX5	Herpes:P0CK56
Q96IX5	Herpes:P0CK49
Q96IX5	Herpes:P03182
Q96IX5	Herpes:Q2MG95
Q96J84	Herpes:P0C739
Q96J84	Herpes:P0CK58
Q96J84	Herpes:P03182
Q96J84	Herpes:P0CK56
Q96JJ7	Herpes:P03182
Q96JJ7	Herpes:P0CK49
Q96JJ7	Herpes:P0C739
Q96JJ7	Herpes:Q2MG95
Q96JJ7	Herpes:P0CK56
Q96K76	Herpes:P0CK56
Q96KG9	Herpes:Q8AZK7
Q96N66	Herpes:P0C739
Q96N66	Herpes:P13285
Q96N66	Herpes:P03182
Q96N66	Herpes:P0CK49
Q96N66	Herpes:P0CK58
Q96N66	Herpes:P0CK56
Q96N66	Herpes:Q2MG95
Q96N66	Herpes:P03225
Q96NA8	Herpes:P0CK47
Q96QF0	Herpes:P0C739
Q96RT7	Herpes:Q2MG95
Q96RT7	Herpes:P30119
Q96TC7	Herpes:P03182
Q99439	Herpes:P0CK56
Q99439	Herpes:P03225
Q99460	Herpes:P30119
Q99460	Herpes:P0CK58
Q99460	Herpes:P0CK56
Q99460	Herpes:Q2MG95
Q99460	Herpes:P13285
Q99500	Herpes:P0CK58
Q99500	Herpes:P0C739
Q99523	Herpes:Q2MG95
Q99523	Herpes:P0CK56
Q99536	Herpes:P0C739
Q99650	Herpes:P0CK58
Q99675	Herpes:P0C739
Q99700	Herpes:P03179
Q99700	Herpes:P30119
Q99700	Herpes:Q2MG95
Q99741	Herpes:P03211
Q99750	Herpes:P03225
Q99750	Herpes:P03211
Q99805	Herpes:P0C739
Q9BQB6	Herpes:P0CK56
Q9BQB6	Herpes:P30119
Q9BQB6	Herpes:P13285
Q9BQB6	Herpes:P03179
Q9BQB6	Herpes:Q2MG95
Q9BQB6	Herpes:P03220
Q9BQB6	Herpes:P0CK49
Q9BQB6	Herpes:P0C739
Q9BQB6	Herpes:Q8AZJ3
Q9BQB6	Herpes:P03182
Q9BRK3	Herpes:P0C739
Q9BRK3	Herpes:P03182
Q9BRK4	Herpes:P03225
Q9BRK4	Herpes:P03188
Q9BSA9	Herpes:P0C739
Q9BSJ8	Herpes:Q2MG95
Q9BSJ8	Herpes:P0C739
Q9BT22	Herpes:P0CK56
Q9BT67	Herpes:P0CK58
Q9BT88	Herpes:P0CK58
Q9BTU6	Herpes:P0C739
Q9BUZ4	Herpes:P03203
Q9BUZ4	Herpes:Q8AZK7
Q9BV19	Herpes:P29882
Q9BWM7	Herpes:P03220
Q9BWM7	Herpes:P0CK56
Q9BWM7	Herpes:P0CK49
Q9BWM7	Herpes:Q2MG95
Q9BXN2	Herpes:P03185
Q9BXS4	Herpes:P0CK58
Q9BZ71	Herpes:Q8AZJ3
Q9BZG1	Herpes:P03182
Q9BZG1	Herpes:P0CK49
Q9BZG1	Herpes:P0C739
Q9BZG1	Herpes:Q2MG95
Q9C0C2	Herpes:Q2MG95
Q9C0C2	Herpes:P0CK56
Q9C0C2	Herpes:P30119
Q9C0F1	Herpes:P03225
Q9GZM8	Herpes:P03182
Q9GZT4	Herpes:P0CK49
Q9GZT4	Herpes:P0CK56
Q9GZU8	Herpes:P13285
Q9H190	Herpes:P03227
Q9H1C4	Herpes:P0C739
Q9H252	Herpes:Q8AZK7
Q9H270	Herpes:P03177
Q9H2K2	Herpes:P03211
Q9H2V7	Herpes:P0C739
Q9H2V7	Herpes:P0CK49
Q9H2V7	Herpes:P03182
Q9H3N1	Herpes:P0C739
Q9H4G4	Herpes:P0C739
Q9H5V8	Herpes:P0CK58
Q9H5V8	Herpes:P03182
Q9H5V8	Herpes:P13285
Q9H5V8	Herpes:P0C739
Q9H694	Herpes:Q2MG95
Q9H6Y7	Herpes:P0C739
Q9H7F0	Herpes:P0CK58
Q9H7F0	Herpes:P0C739
Q9H892	Herpes:P29882
Q9H8M9	Herpes:P03182
Q9H936	Herpes:P0C739
Q9H936	Herpes:P03182
Q9H936	Herpes:P0CK56
Q9HA65	Herpes:P0C739
Q9HA82	Herpes:P03186
Q9HAU0	Herpes:P03220
Q9HBH5	Herpes:P0C739
Q9HC07	Herpes:P30119
Q9HC07	Herpes:P0C739
Q9HC07	Herpes:P03182
Q9HC07	Herpes:P0CK56
Q9HC07	Herpes:Q2MG95
Q9HC07	Herpes:P0CK49
Q9HCH0	Herpes:Q2MG95
Q9HCU0	Herpes:P03182
Q9HD45	Herpes:P03182
Q9HD45	Herpes:P0C739
Q9HDC9	Herpes:P0CK56
Q9HDC9	Herpes:P0C739
Q9NPB0	Herpes:P0C739
Q9NPJ6	Herpes:P03207
Q9NQX7	Herpes:P03182
Q9NQX7	Herpes:P0CK58
Q9NQX7	Herpes:P0CK56
Q9NR12	Herpes:P03220
Q9NR12	Herpes:P0CK49
Q9NR12	Herpes:P0CK56
Q9NR12	Herpes:P03177
Q9NR12	Herpes:P03182
Q9NR12	Herpes:Q2MG95
Q9NR12	Herpes:P30119
Q9NR46	Herpes:P03185
Q9NRD5	Herpes:P03211
Q9NRP0	Herpes:P0CK56
Q9NSC5	Herpes:P03185
Q9NSC5	Herpes:P03200
Q9NSC5	Herpes:P0CK53
Q9NSC5	Herpes:P03215
Q9NSC5	Herpes:P0CK47
Q9NSC5	Herpes:P03224
Q9NSC5	Herpes:P03208
Q9NSC5	Herpes:P03212
Q9NTJ5	Herpes:P03182
Q9NTJ5	Herpes:P0C739
Q9NUJ3	Herpes:Q2MG95
Q9NUQ6	Herpes:P03211
Q9NV96	Herpes:P0CK58
Q9NV96	Herpes:P0C739
Q9NV96	Herpes:P0CK56
Q9NVM1	Herpes:P0C739
Q9NWV8	Herpes:Q2MG95
Q9NWZ5	Herpes:P12977
Q9NX61	Herpes:P0C739
Q9NX63	Herpes:P0C739
Q9NX63	Herpes:P03182
Q9NXH8	Herpes:Q2MG95
Q9NXH8	Herpes:Q8AZJ3
Q9NXH8	Herpes:P0CK56
Q9NXH8	Herpes:P03177
Q9NXH8	Herpes:Q2MG96
Q9NXH8	Herpes:P03225
Q9NXH8	Herpes:P30119
Q9NXH8	Herpes:P0CK58
Q9NXR1	Herpes:P03182
Q9NXS2	Herpes:P0CK58
Q9NXS2	Herpes:P0C739
Q9NXS2	Herpes:P0CK56
Q9NXS2	Herpes:Q2MG95
Q9NXW2	Herpes:P03182
Q9NYL2	Herpes:P0CK56
Q9NYU1	Herpes:P30119
Q9NZ01	Herpes:P0C739
Q9NZC7	Herpes:P0C739
Q9NZM1	Herpes:P03225
Q9NZM1	Herpes:P0CK58
Q9NZM1	Herpes:P03182
Q9NZM1	Herpes:P03177
Q9NZM1	Herpes:Q8AZK7
Q9NZM1	Herpes:P13285
Q9NZM1	Herpes:P0CK49
Q9NZM1	Herpes:P30119
Q9NZM1	Herpes:Q2MG95
Q9NZM1	Herpes:P0C739
Q9NZM1	Herpes:Q2MG96
Q9NZM1	Herpes:P0CK56
Q9NZM1	Herpes:P03209
Q9NZM1	Herpes:Q8AZJ3
Q9NZN4	Herpes:P03220
Q9NZN4	Herpes:P0CK56
Q9P0P0	Herpes:P13285
Q9P0V3	Herpes:P0CK56
Q9P0V3	Herpes:Q2MG95
Q9P0V3	Herpes:P03182
Q9P266	Herpes:Q2MG95
Q9P270	Herpes:P0CK58
Q9P2D7	Herpes:P0CK56
Q9P2E5	Herpes:Q2MG96
Q9P2E9	Herpes:P03182
Q9P2E9	Herpes:P0C739
Q9UBB9	Herpes:P03225
Q9UBG0	Herpes:P0CK56
Q9UBG0	Herpes:P0C739
Q9UBN6	Herpes:Q8AZJ3
Q9UBP4	Herpes:P0CK47
Q9UDY4	Herpes:Q8AZK7
Q9UDY4	Herpes:P03179
Q9UDY4	Herpes:Q2MG95
Q9UDY4	Herpes:P0CK58
Q9UEW3	Herpes:P03185
Q9UEW3	Herpes:P0CK47
Q9UGP8	Herpes:P0C739
Q9UGP8	Herpes:Q2MG95
Q9UGP8	Herpes:P0CK49
Q9UHC7	Herpes:Q2MG95
Q9UHD8	Herpes:Q2MG95
Q9UHD8	Herpes:P03179
Q9UHD8	Herpes:P03225
Q9UHD8	Herpes:P0CK56
Q9UHF1	Herpes:P0CK47
Q9UHF1	Herpes:P03230
Q9UHL4	Herpes:P0CK49
Q9UHL4	Herpes:P0C739
Q9UHL4	Herpes:P0CK56
Q9UHV2	Herpes:P03189
Q9UI14	Herpes:P03230
Q9UIA9	Herpes:P0C739
Q9UJ14	Herpes:P0CK49
Q9UJ14	Herpes:P0C739
Q9UJ14	Herpes:P0CK56
Q9UJ14	Herpes:P03182
Q9UJ70	Herpes:P03177
Q9UJJ9	Herpes:P03182
Q9UJV3	Herpes:P03188
Q9UJV3	Herpes:P03225
Q9UJY1	Herpes:Q8AZK7
Q9UKA4	Herpes:P0CK56
Q9UKX2	Herpes:P0CK56
Q9UL15	Herpes:Q2MG95
Q9UL15	Herpes:P03179
Q9UL15	Herpes:Q8AZK7
Q9UL46	Herpes:P13285
Q9ULM3	Herpes:Q2MG95
Q9UM47	Herpes:P0CK56
Q9UNF1	Herpes:P0CK56
Q9UNM6	Herpes:Q2MG95
Q9UNM6	Herpes:P30119
Q9UNN8	Herpes:P03182
Q9UP95	Herpes:P0CK58
Q9Y228	Herpes:P0CK47
Q9Y285	Herpes:Q2MG95
Q9Y285	Herpes:P0CK56
Q9Y2D8	Herpes:P03177
Q9Y2G8	Herpes:Q2MG95
Q9Y2G8	Herpes:P0C739
Q9Y2G8	Herpes:Q8AZK7
Q9Y2G8	Herpes:P0CK58
Q9Y2I1	Herpes:Q2MG95
Q9Y2I1	Herpes:P30119
Q9Y2I7	Herpes:Q8AZK7
Q9Y2U8	Herpes:P03182
Q9Y305	Herpes:P03177
Q9Y371	Herpes:P03203
Q9Y371	Herpes:P03211
Q9Y394	Herpes:P0C739
Q9Y3C5	Herpes:P0CK58
Q9Y3Q8	Herpes:P03177
Q9Y4B5	Herpes:P03179
Q9Y4B5	Herpes:P30119
Q9Y4F1	Herpes:P03211
Q9Y4P3	Herpes:P0C739
Q9Y561	Herpes:P0CK58
Q9Y5G0	Herpes:P0CK56
Q9Y5K5	Herpes:Q2MG95
Q9Y5M8	Herpes:P03177
Q9Y5M8	Herpes:P03182
Q9Y5M8	Herpes:P0CK49
Q9Y5M8	Herpes:P0CK56
Q9Y5M8	Herpes:P0CK58
Q9Y5M8	Herpes:Q2MG95
Q9Y5M8	Herpes:P0C739
Q9Y5M8	Herpes:P03220
Q9Y5S1	Herpes:P03182
Q9Y5S1	Herpes:P0C739
Q9Y5Z0	Herpes:P0C739
Q9Y673	Herpes:P0C739
Q9Y6I3	Herpes:P0CK58
Q9Y6J9	Herpes:Q2MG95
Q9Y6K0	Herpes:P03182
Q9Y6M1	Herpes:Q2MG95
Q9Y6M1	Herpes:P03211
Q9Y6N5	Herpes:P0CK58
Q9Y6N5	Herpes:Q2MG96
Q9Y6N5	Herpes:P03220
Q9Y6N5	Herpes:P30119
Q9Y6N5	Herpes:P03177
Q9Y6N5	Herpes:P03225
Q9Y6N5	Herpes:Q8AZJ3
Q9Y6N5	Herpes:P0C739
Q9Y6N5	Herpes:P0CK56
Q9Y6N5	Herpes:P03179
Q9Y6N5	Herpes:P03209
Q9Y6N5	Herpes:P0CK49
Q9Y6N5	Herpes:Q2MG95
Q9Y6N5	Herpes:Q8AZK7
Q9Y6N5	Herpes:P03182
Q9Y6N7	Herpes:P03182
X6R3P0	Herpes:P03208
P19838	Herpes:Q1HVG1
Q00403	Herpes:Q69022
P20226	Herpes:Q69022
P16070	Herpes:P0CK57
P16070	Herpes:P0C6Z1
P16070	Herpes:P0C737
P16070	Herpes:Q1HVJ2
P16070	Herpes:P0CK50
Q07955	Herpes:Q1HVI8
Q07955	Herpes:Q1HVF7
Q07812	Herpes:P0C6Z1
P27694	Herpes:Q1HVF7
P53618	Herpes:P0C6Z9
P53618	Herpes:P0C737
P02786	Herpes:P0CK57
P02786	Herpes:P0C737
Q15750	Herpes:P0C6Z1
P28074	Herpes:Q1HVJ2
Q13576	Herpes:Q1HVI8
Q13576	Herpes:P0C6Z8
Q12824	Herpes:Q69022
Q93008	Herpes:Q1HVG0
Q93008	Herpes:Q1HVD1
P51665	Herpes:Q1HVJ2
P35606	Herpes:P0C737
O60684	Herpes:Q1HVF7
Q9UER7	Herpes:Q1HVJ0
Q15628	Herpes:Q1HVB3
Q93009	Herpes:Q1HVF7
P63279	Herpes:P0C737
P63279	Herpes:P0CK48
P63279	Herpes:Q1HVH2
P63279	Herpes:Q07275
P52294	Herpes:Q1HVF7
Q92973	Herpes:Q1HVF7
Q92973	Herpes:P0C737
P52272	Herpes:Q1HVI8
P30153	Herpes:P0CK57
P30153	Herpes:P0CK48
P02751	Herpes:P0C763
P02751	Herpes:P0C6Z1
P02751	Herpes:P0CK57
P05161	Herpes:P0C737
P17844	Herpes:Q1HVI8
Q12906	Herpes:Q1HVI8
P46379	Herpes:P0CK48
P46379	Herpes:P0CK57
P46379	Herpes:Q1HVD3
P46379	Herpes:Q1HVJ0
P05556	Herpes:P0CK57
P05556	Herpes:Q1HVB5
P05556	Herpes:P0C6Z1
P05556	Herpes:P0C737
P62753	Herpes:Q1HVI8
Q86VP6	Herpes:P0CK57
Q86VP6	Herpes:P0C737
Q99816	Herpes:P0C705
Q99816	Herpes:Q1HVF7
P04406	Herpes:Q1HVH9
P68400	Herpes:Q1HVF7
P62269	Herpes:Q1HVI8
Q86VP1	Herpes:Q07275
O43707	Herpes:Q1HVG4
P12814	Herpes:P0CK48
P12814	Herpes:P0C705
P12814	Herpes:P0C6N0
P12814	Herpes:Q1HVG4
P12814	Herpes:P0C6Z1
P12814	Herpes:P0CAP7
P11021	Herpes:Q1HVI8
Q06330	Herpes:Q69140
Q06330	Herpes:Q69138
Q06330	Herpes:A0A1P7U033
Q06330	Herpes:Q69022
Q06330	Herpes:Q1HVG4
O14980	Herpes:P0C737
P49023	Herpes:Q1HVD3
P49023	Herpes:P0C737
P49023	Herpes:P0CK57
P49023	Herpes:P0CK48
P49023	Herpes:P0CK50
P46734	Herpes:Q1HVJ0
Q08379	Herpes:Q1HVB8
Q08379	Herpes:Q1HVG4
Q08379	Herpes:Q07275
Q08379	Herpes:P0C6Z9
Q08379	Herpes:P0C763
Q08379	Herpes:P0CK48
Q92985	Herpes:P0C726
Q13651	Herpes:P0C6Z6
Q03518	Herpes:P0C737
P04637	Herpes:Q1HVI8
P04637	Herpes:Q1HVG1
Q7Z3K3	Herpes:Q1HVG1
O14672	Herpes:P0CK57
Q9H3P7	Herpes:Q1HVB5
Q9H3P7	Herpes:P0C737
P60468	Herpes:P0CK50
P60468	Herpes:P0C6Z1
P60468	Herpes:P0CK57
P60468	Herpes:P0C737
P60468	Herpes:Q1HVB5
O00410	Herpes:P0CK57
O00410	Herpes:P0C737
O00410	Herpes:P0CK48
Q9P0L0	Herpes:P0C737
Q9P0L0	Herpes:P0C6Z1
P15529	Herpes:Q69022
P55268	Herpes:P0CK48
O00560	Herpes:P0C737
P07858	Herpes:Q1HVD1
P07858	Herpes:P0C737
P07858	Herpes:P0CK48
P07858	Herpes:Q1HVB5
P07858	Herpes:P0CK57
P07858	Herpes:P0CK50
P27824	Herpes:P0CK57
P27824	Herpes:P0C6Z1
P27824	Herpes:P0C737
Q15629	Herpes:Q1HVB5
Q15629	Herpes:P0CK57
Q15629	Herpes:Q1HVD1
Q15629	Herpes:Q1HVD3
Q15629	Herpes:P0C737
Q15629	Herpes:P0CK50
P34932	Herpes:Q1HVI8
P28290	Herpes:Q1HVD3
Q8N4Q1	Herpes:Q1HVB5
P35613	Herpes:P0C6Z1
P35613	Herpes:P0CK57
P35613	Herpes:P0C737
Q5VU43	Herpes:P0CK48
P30519	Herpes:P0C737
Q13137	Herpes:Q1HVD3
Q13137	Herpes:P0C6Z1
P06400	Herpes:Q1HVI8
Q9NZV1	Herpes:P0C737
Q9NZV1	Herpes:P0CK57
Q9NZV1	Herpes:Q1HVB5
Q9NP72	Herpes:P0CK50
Q9NP72	Herpes:P0C737
Q9NP72	Herpes:P0C6Z1
Q9NP72	Herpes:P0CK57
Q13637	Herpes:P0C737
Q13637	Herpes:P0C6Z1
Q13637	Herpes:P0CK57
Q13637	Herpes:P0CK50
Q13114	Herpes:Q1HVB3
Q12933	Herpes:P0C723
Q12933	Herpes:Q1HVB3
Q12933	Herpes:P0C763
P29084	Herpes:Q69022
P29083	Herpes:Q69022
Q13323	Herpes:P0C6Z1
Q16611	Herpes:P0C6Z1
Q92793	Herpes:Q1HVG0
O75190	Herpes:Q1HVI8
O14828	Herpes:P0C737
Q92878	Herpes:Q1HVI8
Q9HCU5	Herpes:P0C6Z1
Q9HCU5	Herpes:P0C737
P42704	Herpes:Q1HVI8
P42704	Herpes:P0C737
P42704	Herpes:Q1HVD1
Q96CV9	Herpes:P0CK48
Q96CV9	Herpes:P0CK54
Q96CV9	Herpes:P0C6Z9
P61289	Herpes:P0C742
P61289	Herpes:Q1HVH2
P61289	Herpes:P0C705
P61289	Herpes:Q1HVG4
P61289	Herpes:Q1HVJ2
O43390	Herpes:Q1HVI8
Q9UNE7	Herpes:Q1HVJ0
Q9UNE7	Herpes:Q1HVI8
P68363	Herpes:Q1HVI8
O14777	Herpes:P0C726
O00165	Herpes:Q1HVI8
O00165	Herpes:P0C6Z1
O75947	Herpes:P0C737
O60506	Herpes:Q1HVI8
Q9UBX5	Herpes:Q69140
Q9UBX5	Herpes:Q69022
Q9UBX5	Herpes:Q1HVB8
Q9UBX5	Herpes:P0CK48
Q9UBX5	Herpes:P0C763
Q9UBX5	Herpes:P0C723
Q92841	Herpes:Q1HVI8
Q6P2Q9	Herpes:Q1HVI8
Q96R06	Herpes:Q69140
Q96R06	Herpes:Q1HVB5
Q9BYM8	Herpes:P0CK48
Q9BYM8	Herpes:P0CK54
Q9NZI8	Herpes:Q1HVF7
Q07666	Herpes:Q1HVI8
O43865	Herpes:Q1HVI8
Q15326	Herpes:Q69022
Q15326	Herpes:Q1HVB3
O76031	Herpes:Q1HVI8
Q9Y230	Herpes:Q1HVJ0
Q9Y230	Herpes:Q1HVI8
Q9Y230	Herpes:Q1HVD3
Q9Y230	Herpes:P0CK57
Q9Y230	Herpes:P0CK48
O00264	Herpes:P0CK57
O00264	Herpes:P0CK50
O00264	Herpes:P0C6Z1
O00264	Herpes:P0C737
Q13151	Herpes:Q1HVI8
Q99848	Herpes:Q1HVF7
Q92616	Herpes:P0CK57
Q92616	Herpes:P0C737
Q16891	Herpes:P0C6Z1
Q16891	Herpes:P0C705
Q16891	Herpes:P0CK50
Q16891	Herpes:P0C737
Q13435	Herpes:Q1HVI8
Q6P1M0	Herpes:P0CK57
Q9H0M0	Herpes:Q1HVJ2
Q9UHI6	Herpes:Q69022
Q9UHI6	Herpes:Q69140
P42766	Herpes:Q1HVF7
O43592	Herpes:Q1HVI8
Q99653	Herpes:P0C6Z1
Q99653	Herpes:P0C737
Q99653	Herpes:P0CK57
Q99623	Herpes:Q1HVJ2
Q00610	Herpes:Q1HVI8
P21964	Herpes:P0CK48
P21964	Herpes:P0C737
Q9UKK3	Herpes:P0C723
P55060	Herpes:Q1HVI8
P19784	Herpes:Q1HVF7
P67870	Herpes:Q1HVF7
Q8NEW0	Herpes:P0C737
Q8NEW0	Herpes:P0C6Z1
P14868	Herpes:P0CK57
P14868	Herpes:Q1HVI8
P26196	Herpes:P0C6Z1
Q08211	Herpes:Q1HVI8
O60220	Herpes:Q1HVD3
Q15392	Herpes:P0C737
Q14204	Herpes:P0CK57
Q14204	Herpes:P0CK48
Q14204	Herpes:P0C6Z1
P50402	Herpes:P0C6Z1
P50402	Herpes:Q1HVJ2
P50402	Herpes:Q1HVB5
P50402	Herpes:P0C737
P50402	Herpes:Q1HVJ0
P50402	Herpes:Q1HVD3
P50402	Herpes:P0CK48
P50402	Herpes:P0CK57
P50402	Herpes:Q1HVI8
P50402	Herpes:Q1HVD1
P07437	Herpes:Q1HVI8
Q09472	Herpes:Q1HVG0
Q09472	Herpes:Q69022
P07814	Herpes:Q1HVI8
P07814	Herpes:P0CK57
P04626	Herpes:P0C737
O95573	Herpes:P0CK57
O95573	Herpes:P0C6Z1
P49327	Herpes:Q1HVD3
P98095	Herpes:P0CK48
Q12805	Herpes:P0C705
Q12805	Herpes:P0CK48
Q12805	Herpes:P0C723
Q9UPN7	Herpes:Q1HVD3
Q9UPN7	Herpes:P0CK57
Q15691	Herpes:Q1HVH2
O75643	Herpes:Q1HVI8
Q7Z3U7	Herpes:P0C737
Q14315	Herpes:Q1HVI8
Q96CS3	Herpes:Q1HVJ2
Q96PU5	Herpes:Q1HVJ2
Q2PZI1	Herpes:P0C6Z1
Q5T4S7	Herpes:Q1HVD3
O75533	Herpes:Q1HVI8
Q9UQ35	Herpes:Q1HVD1
Q9UQ35	Herpes:Q1HVD3
Q9UQ35	Herpes:Q1HVG0
Q9UQ35	Herpes:P0CK48
Q9UQ35	Herpes:Q1HVI8
Q9UQ35	Herpes:Q1HVJ2
Q9UQ35	Herpes:P0CK57
Q9Y6C9	Herpes:Q1HVD1
Q9Y6C9	Herpes:P0CK57
Q9Y6C9	Herpes:Q1HVD3
Q9Y6C9	Herpes:P0C6Z1
Q9Y6C9	Herpes:Q1HVG0
Q9Y6C9	Herpes:P0C737
P02794	Herpes:Q1HVB5
P02794	Herpes:P0CK48
Q06136	Herpes:P0C737
O75953	Herpes:Q1HVI8
Q6UB35	Herpes:Q1HVD1
Q5JTV8	Herpes:Q1HVJ2
Q8NC51	Herpes:P0C6Z1
Q8NC51	Herpes:Q1HVI8
O76021	Herpes:Q1HVF7
O76021	Herpes:Q1HVI8
Q9Y5L4	Herpes:Q1HVD3
Q9ULX6	Herpes:Q1HVI8
Q7KZF4	Herpes:Q69022
Q7KZF4	Herpes:Q1HVD1
Q92896	Herpes:P0C6Z1
P00367	Herpes:Q1HVI8
P30101	Herpes:P0C6Z1
P30101	Herpes:P0C737
P12236	Herpes:Q1HVI8
P61619	Herpes:P0C737
Q9UMX0	Herpes:Q1HVB3
Q96B97	Herpes:Q1HVD1
P16402	Herpes:Q1HVI8
P42858	Herpes:P0C737
Q00341	Herpes:P0C737
Q00341	Herpes:P0CK57
Q00341	Herpes:Q1HVD1
Q9UJZ1	Herpes:P0C737
P22736	Herpes:Q69138
P22736	Herpes:Q69022
P09651	Herpes:Q1HVI8
P22626	Herpes:Q1HVI8
Q99729	Herpes:Q1HVI8
Q14103	Herpes:Q1HVI8
P61978	Herpes:Q1HVI8
P61978	Herpes:P0C742
Q00839	Herpes:Q1HVI8
P55345	Herpes:Q69140
Q99873	Herpes:Q1HVF7
Q99873	Herpes:P0CK48
P25686	Herpes:P0CK57
P0DMV9	Herpes:Q1HVI8
P11142	Herpes:Q1HVI8
P04792	Herpes:Q1HVI8
P10809	Herpes:Q1HVI8
P25685	Herpes:Q1HVI8
P25685	Herpes:Q1HVJ0
P41252	Herpes:P0CK57
P41252	Herpes:Q1HVI8
O60812	Herpes:Q1HVI8
Q06033	Herpes:Q1HVB5
Q14974	Herpes:P0C737
Q14974	Herpes:P0CK48
P52292	Herpes:Q1HVF7
O00505	Herpes:Q1HVF7
P06239	Herpes:Q1HVJ2
P07195	Herpes:Q1HVI8
P01130	Herpes:P0C6Z1
Q08380	Herpes:P0CK57
Q08380	Herpes:Q1HVJ0
Q08380	Herpes:Q1HVJ2
P07948	Herpes:Q1HVJ2
P29966	Herpes:P0CK48
P29966	Herpes:Q1HVD3
P29966	Herpes:P0CK57
P29966	Herpes:P0C6Z1
P29966	Herpes:P0C737
P27816	Herpes:Q1HVD1
P56192	Herpes:P0CK48
Q14566	Herpes:P0C6Z9
Q00987	Herpes:Q1HVF7
P55209	Herpes:Q1HVF7
P19338	Herpes:Q1HVI8
P46934	Herpes:Q1HVJ2
P05023	Herpes:P0CK50
P05023	Herpes:P0C6Z1
P05023	Herpes:P0C737
P15531	Herpes:Q69140
Q15233	Herpes:Q1HVI8
P16615	Herpes:P0CK48
P16615	Herpes:Q1HVD1
P16615	Herpes:Q1HVJ2
P16615	Herpes:Q1HVD3
P16615	Herpes:P0C6Z1
P16615	Herpes:P0CK50
P16615	Herpes:P0C737
P16615	Herpes:P0CK57
P16615	Herpes:Q1HVJ0
Q8TED1	Herpes:P0C6Z1
Q8TED1	Herpes:P0CK50
Q8TED1	Herpes:P0CK57
Q8TED1	Herpes:P0C737
Q8TED1	Herpes:Q1HVJ2
P13674	Herpes:Q1HVI8
P07237	Herpes:P0C6Z1
P07237	Herpes:Q1HVI8
P07237	Herpes:P0CK57
Q5SSJ5	Herpes:Q1HVF7
Q15366	Herpes:Q1HVI8
P05165	Herpes:Q1HVI8
P05166	Herpes:Q1HVI8
Q6PKC3	Herpes:P0CK48
Q71UM5	Herpes:P0CK57
Q71UM5	Herpes:Q1HVD3
Q71UM5	Herpes:Q1HVJ0
Q71UM5	Herpes:P0CK50
Q71UM5	Herpes:P0C737
P12004	Herpes:Q1HVI8
