Ensemble	H112	H122	H132	H111	H121	H131	H211	H221	H231	H212	H222	H232	H113	H123	H133	H213	H223	H233
ENSG00000077044	501	258	41	482	237	80	442	281	130	818	300	154	1695	189	5	467	219	127
ENSG00000077063	13	18	7	17	16	12	123	176	149	248	183	176	45	13	1	137	136	131
ENSG00000077080	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1
ENSG00000077092	30	63	12	19	50	19	5	51	29	13	34	26	75	41	1	2	31	25
ENSG00000077097	7030	1586	217	5806	1240	355	2968	2072	1181	6260	1971	1428	21480	1322	20	3987	1531	1136
ENSG00000077147	11586	3987	505	9464	3123	835	3748	2723	1881	8428	2821	2350	35489	3178	36	5670	2265	1841
ENSG00000077150	1034	397	75	822	368	82	936	298	162	1584	303	181	3025	342	8	849	205	170
ENSG00000077152	224	134	15	204	94	18	156	173	68	288	143	62	683	116	1	162	96	65
ENSG00000077157	383	348	72	333	277	158	353	286	188	540	296	229	1100	294	9	361	267	192
ENSG00000077232	6335	1085	226	5272	841	379	2752	1326	758	6174	1270	828	19370	871	18	3898	933	791
ENSG00000077235	4232	3097	492	3745	2420	925	3112	2534	1692	4969	2503	1961	13705	2368	49	2987	1844	1562
ENSG00000077238	468	342	22	416	290	44	1494	559	243	2322	575	239	1475	280	4	1319	386	211
ENSG00000077254	4369	909	139	3575	661	245	1967	815	511	4016	812	563	12930	720	19	2644	655	490
ENSG00000077264	8	1	1	11	3	4	62	12	3	81	12	7	45	0	0	41	15	10
ENSG00000077274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000077279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000077312	952	411	43	745	336	72	493	332	137	847	339	173	2879	327	4	415	220	165
ENSG00000077327	1	0	1	0	0	6	0	0	0	0	0	4	0	0	0	0	0	0
ENSG00000077348	231	63	2	179	48	12	88	65	29	171	51	20	698	35	0	77	37	18
ENSG00000077380	4924	1345	187	3952	991	337	2392	1450	914	4750	1385	995	14697	1059	16	2858	1044	866
ENSG00000077420	97	52	14	98	37	16	1	1	0	1	0	0	322	38	0	0	2	0
ENSG00000077454	153	204	54	145	203	79	220	206	164	333	239	157	468	155	3	184	143	172
ENSG00000077458	575	257	85	470	165	136	223	138	117	455	133	139	1678	194	9	334	129	144
ENSG00000077463	299	184	26	267	162	49	220	141	97	369	153	91	1061	133	1	186	97	88
ENSG00000077498	0	3	2	0	1	2	0	3	4	0	1	3	1	3	0	0	1	2
ENSG00000077514	639	420	46	510	379	54	369	232	83	657	247	101	1813	407	2	378	158	75
ENSG00000077522	1	6	4	0	2	0	0	1	11	0	3	6	4	1	0	0	0	4
ENSG00000077549	6027	1386	167	5372	1163	315	2639	1510	770	4643	1427	830	19311	1153	13	2558	1078	692
ENSG00000077585	496	185	56	439	139	109	511	241	215	892	242	256	1582	134	1	579	195	222
ENSG00000077616	119	47	28	102	42	41	20	16	36	42	30	32	310	50	2	31	30	28
ENSG00000077684	2490	760	94	2047	607	147	754	504	252	1502	498	262	7408	574	13	945	396	227
ENSG00000077713	1609	288	23	1306	236	58	284	131	78	629	144	71	4763	246	5	306	91	52
ENSG00000077721	2197	757	101	1925	577	169	842	625	368	1661	655	452	6631	617	7	1083	540	406
ENSG00000077782	9543	1676	185	8209	1278	280	6899	2380	800	11495	2294	923	29471	1344	14	6376	1583	781
ENSG00000077800	6	2	0	1	1	2	1	1	4	6	1	1	9	1	0	2	1	2
ENSG00000077935	5	5	2	5	8	6	1	1	5	3	6	10	10	6	0	6	2	6
ENSG00000077942	26759	5076	688	22853	4388	1131	10438	2940	1349	16951	3003	1586	85096	4043	71	9437	2062	1412
ENSG00000077943	2670	386	40	2218	336	68	105	22	25	147	11	21	8108	344	4	93	21	23
ENSG00000077984	1	5	0	1	4	0	0	9	3	3	4	3	2	3	0	0	1	0
ENSG00000078018	835	134	19	722	101	39	22	25	7	37	39	10	2788	108	4	21	17	18
ENSG00000078043	907	572	131	833	434	190	445	447	386	1039	403	451	2844	463	7	591	402	348
ENSG00000078053	294	71	9	253	43	27	213	111	68	340	105	66	924	56	1	193	87	55
ENSG00000078061	1341	511	67	1125	435	134	670	555	228	1180	534	315	4067	392	6	679	367	247
ENSG00000078070	896	149	23	751	141	52	475	162	73	846	153	76	2717	137	2	480	121	76
ENSG00000078081	4	2	0	0	1	0	1	0	4	1	0	3	3	0	0	1	0	1
ENSG00000078098	5879	905	106	5027	727	172	1572	659	312	3165	590	319	17861	778	10	2037	505	294
ENSG00000078114	1	13	1	4	2	1	3	0	3	7	2	4	8	3	0	0	3	3
ENSG00000078124	907	387	82	746	321	117	239	221	198	465	244	228	2779	318	2	290	212	217
ENSG00000078140	1720	725	199	1493	670	277	606	417	288	1178	434	359	5661	640	17	806	398	283
ENSG00000078142	1968	1178	227	1734	859	393	897	768	593	1644	744	597	6212	879	27	1087	600	587
ENSG00000078177	872	175	21	696	116	51	337	133	65	684	132	71	2569	143	1	428	96	47
ENSG00000078237	680	199	31	479	177	51	434	224	86	918	187	126	2057	167	3	560	151	112
ENSG00000078246	1355	584	54	1174	475	109	634	457	241	1290	486	232	4091	503	5	736	355	195
ENSG00000078269	2578	2486	270	2338	1995	466	1275	1671	893	2167	1689	1038	8251	1990	37	1266	1304	875
ENSG00000078295	4	3	2	5	0	2	2	2	2	1	5	4	8	2	1	0	3	3
ENSG00000078304	4362	1168	220	3624	975	381	1803	1042	633	3630	989	723	13185	886	28	2043	802	623
ENSG00000078319	82	16	1	62	14	2	58	16	9	101	15	12	246	13	0	55	15	2
ENSG00000078328	13	6	4	18	3	8	0	0	0	0	0	0	54	3	0	0	0	0
ENSG00000078369	9263	1912	260	8176	1471	461	4430	2479	1122	7642	2430	1277	29644	1476	21	4670	1823	1130
ENSG00000078399	82	79	2	81	62	17	1	5	7	2	7	3	292	53	1	2	7	6
ENSG00000078401	775	74	10	631	69	19	81	28	18	140	34	40	2326	66	1	90	17	25
ENSG00000078403	995	693	153	833	548	247	586	400	209	1192	388	229	2976	541	9	685	282	216
ENSG00000078487	76	19	4	62	8	8	43	13	14	78	11	18	260	14	0	43	9	19
ENSG00000078549	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	1
ENSG00000078579	1	0	0	3	0	2	7	0	0	17	0	1	3	0	0	6	0	0
ENSG00000078589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000078596	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
ENSG00000078618	4412	1331	193	3603	1106	344	1936	1148	530	3883	1124	630	13725	1147	22	2326	902	505
ENSG00000078668	2275	412	35	1864	360	64	1084	449	201	2173	476	205	6779	299	1	1239	349	181
ENSG00000078674	5505	1352	212	4652	1023	371	2515	1692	890	5376	1653	1001	17071	1115	22	3173	1298	856
ENSG00000078687	492	186	24	433	175	27	347	216	62	492	166	84	1603	158	2	290	146	58
ENSG00000078699	475	344	64	421	296	86	366	374	176	593	369	230	1506	261	4	343	290	209
ENSG00000078725	436	45	4	363	34	10	0	0	0	3	1	0	1437	26	0	0	2	0
ENSG00000078747	4206	1651	325	3438	1321	614	1675	1257	837	3563	1259	958	13016	1266	27	2211	970	742
ENSG00000078795	14	41	17	4	37	26	4	23	23	8	11	23	24	22	1	7	18	13
ENSG00000078804	369	103	23	338	91	42	225	143	81	325	138	100	1196	105	1	204	136	85
ENSG00000078808	5163	1265	137	4610	1088	230	4504	1854	912	7291	1837	952	15819	1038	12	4471	1231	795
ENSG00000078814	39	199	38	39	157	53	27	154	63	50	163	58	117	173	3	19	137	78
ENSG00000078898	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000078900	1	12	6	1	5	5	1	8	13	6	8	14	4	5	0	7	10	18
ENSG00000078902	1287	485	55	1125	450	107	718	494	265	1239	461	295	3918	366	4	623	384	260
ENSG00000078967	353	58	12	288	46	20	118	44	33	187	37	28	1036	39	1	118	30	16
ENSG00000079101	88	4	2	62	0	6	4	0	0	0	0	1	260	0	0	1	0	5
ENSG00000079102	799	390	82	657	312	110	317	143	86	558	138	99	2472	315	9	326	119	88
ENSG00000079112	0	5	4	3	3	5	0	1	3	7	6	6	9	1	0	2	2	1
ENSG00000079134	729	359	68	572	277	115	347	220	168	714	167	157	2133	256	7	454	185	141
ENSG00000079150	672	171	18	540	132	34	821	355	201	1653	353	244	2078	148	0	962	290	185
ENSG00000079156	198	156	28	161	89	58	69	179	128	194	205	142	585	118	1	118	173	118
ENSG00000079215	52	22	4	51	19	15	23	20	24	40	14	20	180	22	0	28	8	19
ENSG00000079246	13014	4493	484	10897	3584	832	6839	4958	2651	13742	4658	3074	39447	3689	37	8082	3561	2513
ENSG00000079257	951	110	16	764	92	31	879	500	297	1746	546	310	2858	97	1	997	448	275
ENSG00000079263	5	0	0	1	1	0	7	2	3	5	1	2	9	5	1	2	3	1
ENSG00000079277	635	161	35	507	146	63	300	251	126	569	223	131	1980	132	0	293	191	132
ENSG00000079308	2512	3656	541	2341	2944	893	1264	2425	1052	1977	2508	1255	8719	2708	39	1172	1983	1132
ENSG00000079313	437	293	35	408	263	91	351	296	124	539	284	113	1493	226	5	326	185	112
ENSG00000079332	8625	3095	476	7046	2505	829	4194	2743	2035	8520	2709	2394	26130	2589	49	5220	2086	2064
ENSG00000079335	98	105	31	82	94	50	74	96	88	167	92	102	280	76	2	86	80	97
ENSG00000079337	86	19	5	79	27	10	59	30	19	105	32	8	274	26	0	65	12	10
ENSG00000079385	4	3	4	4	3	2	4	2	3	2	9	7	11	2	0	2	4	1
ENSG00000079387	684	291	59	601	246	86	285	282	153	588	252	186	2096	267	6	319	184	166
ENSG00000079393	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3
ENSG00000079432	1379	670	77	1241	533	117	1209	819	233	1695	776	277	5010	510	3	985	592	237
ENSG00000079435	138	46	2	112	36	13	45	26	15	71	32	10	403	39	0	49	22	12
ENSG00000079459	2167	629	92	1813	488	153	1080	472	346	2053	424	357	6581	517	11	1137	318	285
ENSG00000079462	208	54	3	168	57	18	210	127	79	404	119	85	594	55	0	204	86	64
ENSG00000079482	408	257	63	347	207	130	322	232	193	650	250	231	1298	174	7	343	191	179
ENSG00000079557	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000079616	456	840	81	389	673	158	328	711	353	546	730	357	1321	654	5	289	514	344
ENSG00000079689	0	0	2	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000079691	1555	333	67	1323	261	111	203	151	94	411	146	122	4762	284	10	256	103	99
ENSG00000079739	2746	373	51	2353	304	57	1027	492	267	1874	403	285	8498	230	5	975	302	246
ENSG00000079785	3904	1518	172	3160	1281	265	1760	1263	837	3544	1297	927	11860	1188	13	2141	958	724
ENSG00000079805	2950	1840	308	2705	1414	500	1823	1557	1052	3096	1473	1165	9586	1293	30	1612	1069	995
ENSG00000079819	2337	597	158	2018	566	215	4132	2575	1231	8094	2514	1574	7467	431	10	4912	1996	1311
ENSG00000079841	153	55	20	152	48	47	55	58	63	113	60	56	511	53	2	57	41	56
ENSG00000079931	3078	791	120	2631	589	185	1972	609	377	3909	563	445	9367	612	4	2266	436	354
ENSG00000079950	2530	585	76	2196	454	132	731	335	164	1448	317	206	7549	436	6	949	273	189
ENSG00000079974	150	24	8	94	16	11	65	30	21	120	45	22	415	10	1	73	29	14
ENSG00000079999	2258	717	79	2066	590	161	1359	697	392	2261	755	384	7191	576	9	1231	491	375
ENSG00000080007	3	25	38	0	21	61	2	1	22	2	10	29	12	20	2	3	6	24
ENSG00000080031	46	6	8	43	4	3	21	3	6	35	0	0	148	5	0	9	2	3
ENSG00000080166	3	1	19	0	2	22	2	6	34	2	1	61	0	1	3	0	4	45
ENSG00000080189	1195	158	23	1025	136	34	637	289	118	970	296	112	3683	148	0	551	165	109
ENSG00000080200	1825	600	86	1567	486	139	1025	447	248	2279	514	318	5544	508	4	1365	388	236
ENSG00000080224	0	1	0	0	1	0	0	0	2	0	0	1	1	1	0	0	0	0
ENSG00000080293	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1
ENSG00000080298	204	112	24	147	86	43	99	84	70	160	88	69	591	74	2	117	112	68
ENSG00000080345	4690	2863	334	3830	2188	609	1589	1693	945	3297	1590	1159	14267	2266	29	2162	1365	957
ENSG00000080371	2313	1336	281	1938	1069	449	981	986	759	1991	939	834	6978	1068	18	1285	809	702
ENSG00000080493	765	742	102	660	540	178	1758	1061	521	3557	1036	574	2435	530	9	2223	744	486
ENSG00000080503	4702	1399	223	3824	1210	389	1198	713	395	2249	676	406	14354	1128	23	1298	450	346
ENSG00000080511	0	0	1	0	0	1	0	0	0	0	0	0	5	1	0	0	1	0
ENSG00000080546	677	176	21	629	120	54	457	168	70	820	136	102	2030	159	2	486	112	76
ENSG00000080561	456	126	36	369	106	57	110	61	43	163	51	48	1457	123	6	96	52	40
ENSG00000080572	0	0	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0
ENSG00000080573	3388	1818	227	2987	1412	504	355	1048	737	525	1153	817	10627	1372	20	335	744	634
ENSG00000080603	613	815	148	592	668	205	456	695	331	581	712	372	2030	575	3	386	612	350
ENSG00000080608	1497	652	95	1279	491	172	1073	492	282	2165	500	308	4794	493	8	1190	412	285
ENSG00000080618	2	1	0	2	2	0	0	0	0	0	0	0	1	3	0	0	0	0
ENSG00000080644	1	11	17	0	9	27	0	10	9	3	5	16	0	11	0	0	12	12
ENSG00000080709	18	10	5	7	11	4	31	39	16	92	21	17	57	14	0	47	32	18
ENSG00000080802	361	384	86	328	283	143	214	240	172	368	227	260	1198	296	10	274	249	214
ENSG00000080815	2841	764	208	2410	655	364	1325	758	574	2535	788	713	8915	590	19	1437	648	608
ENSG00000080819	998	252	16	927	173	37	508	230	122	944	258	163	3223	212	3	654	179	139
ENSG00000080822	1204	238	21	1003	168	50	740	298	186	1410	297	203	3616	178	2	865	260	163
ENSG00000080823	495	174	46	468	166	64	160	87	39	257	90	70	1564	130	1	151	43	42
ENSG00000080824	12929	6478	517	10464	5054	845	6612	5663	2066	14084	5819	2845	40372	5495	40	9350	4320	2387
ENSG00000080839	447	516	53	347	454	90	216	282	126	418	316	160	1293	403	7	225	237	132
ENSG00000080845	535	336	68	570	318	120	375	322	178	565	361	213	1945	252	5	332	277	208
ENSG00000080854	0	6	0	1	0	2	0	2	0	3	1	1	9	2	0	1	3	2
ENSG00000080910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000080947	97	93	30	91	84	48	79	67	41	122	62	61	337	62	3	59	51	49
ENSG00000080986	359	259	23	313	177	43	144	253	106	290	263	126	1006	211	2	174	189	95
ENSG00000081014	1483	502	85	1221	363	138	366	281	154	711	290	204	4132	371	4	436	232	184
ENSG00000081019	696	617	144	560	492	233	389	475	428	783	429	446	2145	511	10	463	390	375
ENSG00000081026	485	380	86	437	349	131	292	334	210	499	307	243	1617	348	4	334	253	187
ENSG00000081041	14	10	8	20	11	3	437	2	1	748	4	4	60	8	1	461	0	3
ENSG00000081051	15	2	0	13	0	0	2	0	0	4	1	3	10	1	0	5	2	1
ENSG00000081052	224	39	12	188	38	15	12	11	7	9	13	11	729	22	0	3	16	14
ENSG00000081059	75	1497	348	43	1215	556	116	1201	1454	202	1216	1551	217	1179	27	108	943	1460
ENSG00000081087	2431	639	88	2032	515	191	852	378	324	1848	380	356	7576	518	8	1150	349	317
ENSG00000081138	1	0	4	3	3	1	0	3	1	0	1	5	3	3	0	0	1	0
ENSG00000081148	29	68	33	8	52	56	11	45	75	44	50	90	63	53	0	12	45	74
ENSG00000081154	4635	768	97	3860	583	175	1562	700	407	3632	548	513	13834	627	8	2334	640	421
ENSG00000081177	985	139	20	872	109	25	323	112	60	616	113	50	3100	105	1	382	99	44
ENSG00000081181	86	35	11	69	25	10	12	18	13	26	22	11	285	32	0	12	14	18
ENSG00000081189	142	96	7	103	58	24	62	103	63	101	102	49	353	63	0	58	87	56
ENSG00000081237	13	1	0	6	1	2	0	0	0	0	1	2	26	2	0	0	0	0
ENSG00000081248	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1
ENSG00000081277	2	5	1	1	2	0	0	2	1	1	0	0	0	0	0	0	1	2
ENSG00000081307	1292	400	61	1058	319	122	541	398	220	1174	385	284	3895	366	4	743	313	254
ENSG00000081320	6413	757	126	5448	613	205	1392	873	569	2883	903	670	19619	665	8	2000	802	571
ENSG00000081377	1192	325	67	1029	225	102	578	336	221	1168	351	234	3708	207	5	692	249	246
ENSG00000081386	695	212	74	584	181	115	252	129	131	598	143	132	2056	208	2	361	106	116
ENSG00000081479	96	6	2	66	3	11	0	5	2	1	9	10	308	4	0	0	1	9
ENSG00000081665	413	186	25	367	162	43	209	91	70	369	90	84	1267	150	3	212	106	81
ENSG00000081692	267	31	11	234	27	7	170	56	14	305	52	15	907	35	0	154	38	23
ENSG00000081721	608	175	20	509	143	32	250	180	117	449	151	112	1789	169	1	330	130	119
ENSG00000081760	1038	405	55	937	323	109	465	374	200	842	393	223	3415	318	10	537	248	171
ENSG00000081791	1493	337	41	1214	290	78	658	341	183	1280	354	189	4270	309	5	646	255	152
ENSG00000081800	0	1	0	0	1	1	0	0	0	0	0	0	5	0	0	0	0	0
ENSG00000081803	159	47	10	139	46	23	140	70	53	270	78	67	495	46	1	127	60	50
ENSG00000081818	5	1	0	4	0	1	2	1	1	7	3	1	11	2	0	3	0	0
ENSG00000081842	2	2	0	0	0	0	6	0	2	6	2	2	5	1	0	9	6	0
ENSG00000081853	80	5	5	68	11	2	110	20	10	181	25	8	229	7	0	111	19	13
ENSG00000081870	518	106	3	485	93	13	246	154	63	480	141	80	1517	93	0	282	107	58
ENSG00000081913	270	618	137	266	499	233	180	318	296	266	300	305	921	394	13	183	232	295
ENSG00000081923	9596	998	124	8118	766	232	824	780	340	1780	709	400	29598	813	9	1009	544	342
ENSG00000081985	6	86	42	6	79	53	4	62	63	4	63	61	9	90	2	1	41	74
ENSG00000082014	997	336	39	898	294	55	1078	463	202	1943	443	223	3210	286	4	1070	321	190
ENSG00000082068	1152	405	141	921	370	239	540	295	302	1125	282	313	3416	367	10	627	225	254
ENSG00000082074	9	2	1	6	0	10	0	1	7	2	0	1	19	0	0	0	1	5
ENSG00000082126	93	113	25	71	100	46	64	63	58	109	65	40	248	97	2	60	69	58
ENSG00000082146	1208	59	13	1017	40	20	724	85	49	1460	64	47	3575	48	0	838	66	29
ENSG00000082153	11156	3362	462	9235	2713	735	5483	3236	1866	11616	3064	2022	33940	2784	32	7238	2498	1692
ENSG00000082175	1	0	9	0	1	13	1	16	65	1	19	89	1	1	2	2	15	65
ENSG00000082196	19	28	4	8	18	10	4	11	8	19	7	19	50	22	0	12	6	9
ENSG00000082212	1393	364	43	1171	255	75	617	294	202	1221	315	230	4491	273	5	711	252	198
ENSG00000082213	894	220	18	727	188	44	335	189	68	749	160	107	2670	159	2	475	151	78
ENSG00000082258	1391	1230	244	1105	887	396	635	589	515	1188	624	652	4074	1001	11	681	540	564
ENSG00000082269	589	168	28	453	116	50	203	112	55	517	101	84	1712	119	0	314	92	68
ENSG00000082293	0	0	2	0	0	0	0	4	4	0	1	0	0	1	0	5	2	0
ENSG00000082397	1353	297	28	999	243	57	680	367	227	1302	417	252	4094	274	1	754	273	176
ENSG00000082438	1634	299	40	1317	217	83	87	94	41	152	102	55	5144	225	6	93	107	54
ENSG00000082458	626	123	20	584	86	35	562	275	138	1063	236	165	2053	95	1	611	203	126
ENSG00000082482	1628	426	70	1404	345	112	135	130	94	254	130	76	5421	381	6	158	115	89
ENSG00000082497	617	59	3	539	30	12	5	3	2	8	2	1	1899	35	0	6	1	2
ENSG00000082512	1611	255	23	1396	201	26	310	219	57	623	228	80	5190	235	1	361	152	67
ENSG00000082515	484	148	42	420	152	84	218	126	82	428	146	110	1475	117	2	276	134	98
ENSG00000082516	1172	873	141	990	652	213	620	482	327	1209	462	396	3520	674	11	640	347	292
ENSG00000082556	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000082641	8065	810	98	6935	655	153	4153	1037	361	7337	1033	384	25246	631	11	4109	693	320
ENSG00000082684	1	0	0	0	1	2	0	0	2	0	0	0	0	0	1	0	0	0
ENSG00000082701	2549	783	233	2346	717	327	883	650	323	1692	623	355	8038	617	15	1134	457	362
ENSG00000082781	5627	2207	175	4838	1751	337	3737	1785	966	6575	1707	1051	17415	1647	15	3517	1318	981
ENSG00000082805	2023	1397	258	1704	1169	446	1020	984	643	1826	951	684	6409	1118	21	1050	807	651
ENSG00000082898	6741	2109	339	5590	1639	522	2917	1607	736	6455	1545	855	20966	1756	24	3926	1210	778
ENSG00000082929	1	14	3	1	3	6	0	2	6	0	1	4	3	6	0	2	0	3
ENSG00000082996	1736	317	56	1364	260	99	546	261	211	1218	272	232	5043	290	5	745	220	212
ENSG00000083067	23	6	9	24	8	9	2	4	9	7	2	3	76	8	1	7	5	6
ENSG00000083093	577	167	28	432	141	60	250	109	72	495	90	72	1656	154	0	283	70	56
ENSG00000083097	1164	286	76	1004	227	95	519	259	200	1034	269	203	3848	259	6	594	210	179
ENSG00000083099	1561	394	59	1294	327	104	566	346	203	1228	315	267	4847	320	5	761	229	232
ENSG00000083123	568	158	17	516	111	57	194	110	104	415	105	86	1720	100	2	251	97	57
ENSG00000083168	1722	1070	225	1411	912	348	896	1199	718	1559	1123	876	5305	903	15	960	891	807
ENSG00000083223	2062	1076	216	1790	923	349	763	764	659	1541	836	758	6410	914	20	933	628	675
ENSG00000083290	1715	286	55	1376	226	93	532	137	112	1010	178	106	5139	218	10	562	130	80
ENSG00000083307	0	4	1	0	2	2	0	0	0	0	0	0	0	2	0	0	0	0
ENSG00000083312	12681	3554	329	10616	2778	604	5636	3368	1933	10932	3282	2196	38640	2849	20	6942	2813	1996
ENSG00000083444	8459	2674	263	7498	2278	479	7391	4011	2052	12325	3551	2319	26456	2204	22	6721	2640	1906
ENSG00000083454	18	22	5	12	17	12	9	18	7	21	13	13	45	18	1	8	11	14
ENSG00000083457	534	152	69	487	117	82	302	161	156	568	158	151	1443	113	3	325	153	112
ENSG00000083520	2513	1634	251	2184	1179	470	1182	1238	1109	2588	1188	1298	7679	1292	21	1550	968	1023
ENSG00000083535	969	334	70	785	252	120	511	258	162	1067	233	188	2732	246	3	590	170	156
ENSG00000083544	753	205	55	555	143	83	253	121	119	542	129	122	2242	194	2	329	107	83
ENSG00000083622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000083635	325	210	53	318	172	102	255	199	199	503	197	203	1036	215	6	260	134	172
ENSG00000083642	1110	866	183	879	734	267	695	611	385	1370	545	462	3560	705	19	860	502	407
ENSG00000083720	1613	768	117	1308	620	217	693	529	355	1466	545	442	5123	596	11	882	415	326
ENSG00000083750	625	56	5	513	54	25	404	72	50	794	78	62	1987	58	0	412	60	56
ENSG00000083782	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	4	0	0
ENSG00000083799	2629	729	226	2192	538	385	730	491	402	1473	456	525	7927	639	20	961	391	436
ENSG00000083807	77	30	12	62	28	12	54	24	18	89	15	11	201	22	0	44	24	17
ENSG00000083812	300	153	13	233	149	30	168	81	40	304	100	40	924	110	1	157	62	42
ENSG00000083814	279	121	16	245	86	28	136	46	43	320	48	39	907	95	3	168	34	38
ENSG00000083817	206	102	16	232	86	35	113	60	28	203	50	42	683	98	1	133	42	36
ENSG00000083828	314	120	20	238	94	60	155	94	90	303	89	65	878	103	6	148	51	63
ENSG00000083838	142	43	6	128	31	6	65	30	11	116	26	14	417	23	1	87	16	11
ENSG00000083844	947	801	89	807	620	152	407	560	376	821	534	373	3163	602	9	563	427	358
ENSG00000083845	14421	4139	639	12091	3780	1043	12856	5429	4479	20872	5139	4218	43337	3329	65	9811	3613	3980
ENSG00000083857	36284	7185	1424	30233	5815	2290	33359	18108	10095	61588	17372	11297	113813	5900	115	35750	13125	9469
ENSG00000083896	2158	1249	379	1840	1032	580	789	1015	951	1611	990	1113	6705	1085	25	1055	751	854
ENSG00000083937	2657	711	143	2161	562	265	550	375	298	1106	319	350	7746	650	9	805	274	278
ENSG00000084070	622	260	30	540	191	57	466	352	156	813	345	165	1883	193	9	440	263	153
ENSG00000084072	885	263	31	730	200	65	432	229	148	777	198	154	2729	225	3	394	151	128
ENSG00000084073	3081	1616	270	2525	1282	451	1007	864	741	2270	827	837	9500	1337	12	1512	794	695
ENSG00000084090	5274	2006	245	4400	1593	424	1885	1452	774	3522	1357	909	15935	1579	19	2284	1018	737
ENSG00000084092	1039	302	60	811	280	114	596	253	224	1052	303	229	3166	254	6	578	195	183
ENSG00000084093	2832	780	58	2314	631	87	1213	836	426	2434	845	491	9092	664	6	1681	706	382
ENSG00000084110	4	8	10	7	5	14	1	1	6	3	6	6	17	7	0	0	1	4
ENSG00000084112	3170	895	97	2726	761	156	1469	884	361	2401	922	432	10592	712	10	1508	695	369
ENSG00000084207	7475	2768	663	6603	2420	1160	5717	3463	2964	9754	3249	3065	22976	2227	76	5746	2360	2650
ENSG00000084234	21973	4409	511	18598	3706	901	7088	3040	1676	13703	2931	1887	67648	3670	44	8098	2301	1506
ENSG00000084444	265	72	25	234	45	39	125	51	37	262	73	44	757	57	3	155	41	42
ENSG00000084453	0	5	1	1	2	6	2	2	1	0	0	3	10	3	0	3	6	3
ENSG00000084463	1094	573	79	877	489	116	785	616	277	1424	585	298	3407	463	6	864	464	261
ENSG00000084623	6728	2016	320	5788	1673	519	3737	2062	1447	6619	1997	1475	20800	1532	16	3483	1315	1274
ENSG00000084628	0	0	2	1	1	2	1	0	3	1	0	0	1	2	0	2	2	4
ENSG00000084636	17337	3757	411	14626	2926	795	5371	2645	1312	9561	2667	1426	51821	2961	29	5928	1860	1194
ENSG00000084652	7018	1709	176	6085	1335	256	4003	1622	696	6724	1556	774	21573	1333	15	3563	1184	605
